species,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
fetal,FIBP,9.95E-88,0.349167705,0.512,0.447,2.53E-83,chromaffin cells
fetal,HYI,1.75E-87,0.456378691,0.267,0.186,4.47E-83,chromaffin cells
fetal,ZNHIT3,2.15E-87,0.397942399,0.413,0.331,5.48E-83,chromaffin cells
fetal,CKAP2,2.50E-87,0.582155055,0.253,0.175,6.37E-83,chromaffin cells
fetal,TSPAN3,4.51E-87,0.293916015,0.585,0.512,1.15E-82,chromaffin cells
fetal,RNF11,1.29E-85,0.471665444,0.285,0.203,3.29E-81,chromaffin cells
fetal,RSF1,1.45E-85,0.318198083,0.602,0.548,3.69E-81,chromaffin cells
fetal,PPIP5K2,3.68E-85,0.477120273,0.298,0.217,9.36E-81,chromaffin cells
fetal,NOC2L,6.33E-85,0.461681857,0.32,0.239,1.61E-80,chromaffin cells
fetal,HMGB3,1.89E-84,0.421046033,0.406,0.323,4.80E-80,chromaffin cells
fetal,DCTN6,2.28E-84,0.36945229,0.462,0.388,5.82E-80,chromaffin cells
fetal,OAT,3.00E-84,0.403250732,0.312,0.228,7.63E-80,chromaffin cells
fetal,ACTR1A,5.46E-84,0.462808315,0.333,0.253,1.39E-79,chromaffin cells
fetal,FBXO21,8.80E-84,0.446612231,0.36,0.278,2.24E-79,chromaffin cells
fetal,NAT14,4.65E-83,0.494303088,0.253,0.175,1.18E-78,chromaffin cells
fetal,SF3B2,5.38E-83,0.319886461,0.552,0.487,1.37E-78,chromaffin cells
fetal,TNPO1,5.95E-83,0.432351806,0.422,0.347,1.52E-78,chromaffin cells
fetal,ZNF37A,1.37E-82,0.499026075,0.265,0.187,3.48E-78,chromaffin cells
fetal,CNRIP1,4.41E-82,0.362327288,0.322,0.234,1.12E-77,chromaffin cells
fetal,CPNE2,8.57E-82,0.393657719,0.305,0.219,2.18E-77,chromaffin cells
fetal,TUT4,2.24E-81,0.408039279,0.451,0.378,5.71E-77,chromaffin cells
fetal,ZBTB38,2.43E-81,0.467421317,0.281,0.202,6.18E-77,chromaffin cells
fetal,PGP,2.89E-80,0.403577398,0.401,0.324,7.36E-76,chromaffin cells
fetal,UBE2C,6.49E-80,0.723331953,0.321,0.241,1.65E-75,chromaffin cells
fetal,BNIP3,8.63E-80,0.329053568,0.403,0.32,2.20E-75,chromaffin cells
fetal,CASD1,1.39E-79,0.473597085,0.259,0.183,3.53E-75,chromaffin cells
fetal,EIF4EBP1,1.87E-79,0.362866358,0.473,0.399,4.75E-75,chromaffin cells
fetal,PDLIM5,3.84E-79,0.520992569,0.288,0.211,9.77E-75,chromaffin cells
fetal,MAPRE1,4.50E-79,0.370018024,0.459,0.389,1.15E-74,chromaffin cells
fetal,TXNL4A,5.39E-79,0.307455712,0.559,0.501,1.37E-74,chromaffin cells
fetal,CMAS,1.45E-78,0.36088436,0.385,0.307,3.69E-74,chromaffin cells
fetal,GOLM1,3.35E-78,0.430596792,0.353,0.274,8.53E-74,chromaffin cells
fetal,ATP6AP1,5.48E-78,0.39473181,0.372,0.293,1.39E-73,chromaffin cells
fetal,TAF9,2.71E-77,0.371360424,0.442,0.372,6.90E-73,chromaffin cells
fetal,NR2F6,3.61E-77,0.363065457,0.426,0.347,9.19E-73,chromaffin cells
fetal,SMC4,5.70E-77,0.589459188,0.391,0.323,1.45E-72,chromaffin cells
fetal,MRPL48,9.73E-77,0.475593778,0.259,0.185,2.48E-72,chromaffin cells
fetal,DPY30,1.25E-76,0.334163948,0.487,0.418,3.18E-72,chromaffin cells
fetal,BCAS2,3.64E-76,0.398605426,0.406,0.334,9.26E-72,chromaffin cells
fetal,EPC1,8.29E-76,0.369739607,0.47,0.4,2.11E-71,chromaffin cells
fetal,ZNF326,1.96E-75,0.375028885,0.432,0.358,4.98E-71,chromaffin cells
fetal,FAM200B,3.87E-75,0.402684545,0.363,0.285,9.85E-71,chromaffin cells
fetal,ATXN7L3B,7.27E-75,0.360303712,0.477,0.406,1.85E-70,chromaffin cells
fetal,PSMD2,9.77E-75,0.332486514,0.504,0.44,2.49E-70,chromaffin cells
fetal,CUL3,1.81E-74,0.429732972,0.394,0.323,4.61E-70,chromaffin cells
fetal,CTNNBL1,1.84E-74,0.435715621,0.296,0.22,4.69E-70,chromaffin cells
fetal,HELLS,2.03E-74,0.444430375,0.302,0.224,5.17E-70,chromaffin cells
fetal,RNASEH2B,4.88E-74,0.435607186,0.361,0.288,1.24E-69,chromaffin cells
fetal,TIMM17B,9.68E-74,0.329206265,0.45,0.373,2.46E-69,chromaffin cells
fetal,HIKESHI,1.90E-73,0.344124095,0.481,0.413,4.85E-69,chromaffin cells
fetal,GLOD4,2.12E-73,0.380895346,0.423,0.354,5.40E-69,chromaffin cells
fetal,TXNL1,3.09E-73,0.253075705,0.631,0.59,7.88E-69,chromaffin cells
fetal,AP1S1,3.65E-73,0.317068275,0.448,0.374,9.30E-69,chromaffin cells
fetal,PSMC1,1.62E-72,0.311651926,0.519,0.464,4.13E-68,chromaffin cells
fetal,FAM96B,2.82E-72,0.254267343,0.613,0.574,7.18E-68,chromaffin cells
fetal,SNX4,3.53E-72,0.41967649,0.279,0.205,8.98E-68,chromaffin cells
fetal,VPS35,3.98E-72,0.303463536,0.547,0.493,1.01E-67,chromaffin cells
fetal,C5orf24,5.87E-72,0.344093172,0.467,0.398,1.49E-67,chromaffin cells
fetal,MRFAP1L1,6.99E-72,0.449464881,0.298,0.224,1.78E-67,chromaffin cells
fetal,POLR2B,7.63E-72,0.445418327,0.319,0.247,1.94E-67,chromaffin cells
fetal,FAM50A,4.63E-71,0.370628358,0.394,0.322,1.18E-66,chromaffin cells
fetal,TM2D3,6.68E-71,0.394232825,0.311,0.235,1.70E-66,chromaffin cells
fetal,VEZF1,1.05E-70,0.444400561,0.284,0.209,2.67E-66,chromaffin cells
fetal,ZFHX4,1.17E-70,0.257097792,0.26,0.18,2.99E-66,chromaffin cells
fetal,PCNX4,3.20E-70,0.399741019,0.347,0.272,8.15E-66,chromaffin cells
fetal,RBM25,4.64E-70,0.253755355,0.674,0.648,1.18E-65,chromaffin cells
fetal,PRRC2B,6.18E-70,0.389420684,0.421,0.354,1.57E-65,chromaffin cells
fetal,PTTG1,1.02E-69,0.633095418,0.32,0.245,2.60E-65,chromaffin cells
fetal,DHFR,1.94E-69,0.543459541,0.261,0.192,4.94E-65,chromaffin cells
fetal,THOC7,2.44E-69,0.339119683,0.473,0.413,6.21E-65,chromaffin cells
fetal,EMC4,8.06E-69,0.324584319,0.483,0.416,2.05E-64,chromaffin cells
fetal,TNRC6B,8.54E-69,0.346673579,0.498,0.434,2.18E-64,chromaffin cells
fetal,LMNB1,1.45E-68,0.399449358,0.3,0.225,3.69E-64,chromaffin cells
fetal,CISD2,1.82E-68,0.369822758,0.397,0.329,4.63E-64,chromaffin cells
fetal,ATP6V0D1,2.51E-68,0.319270879,0.407,0.334,6.38E-64,chromaffin cells
fetal,FLOT1,2.54E-68,0.331630118,0.406,0.332,6.47E-64,chromaffin cells
fetal,AGFG1,3.14E-68,0.403792021,0.28,0.208,8.00E-64,chromaffin cells
fetal,RAD23B,9.30E-68,0.334851348,0.477,0.417,2.37E-63,chromaffin cells
fetal,ATP6V1D,1.31E-67,0.342338258,0.381,0.309,3.33E-63,chromaffin cells
fetal,UBXN7,2.92E-67,0.448263869,0.282,0.21,7.44E-63,chromaffin cells
fetal,TIA1,3.16E-67,0.375844328,0.427,0.36,8.04E-63,chromaffin cells
fetal,ODF2L,4.71E-67,0.37677678,0.361,0.288,1.20E-62,chromaffin cells
fetal,MKRN1,1.81E-66,0.416096131,0.305,0.233,4.62E-62,chromaffin cells
fetal,NSD1,3.32E-66,0.403278476,0.405,0.338,8.45E-62,chromaffin cells
fetal,MAD2L2,3.33E-66,0.456153557,0.271,0.203,8.48E-62,chromaffin cells
fetal,TMEM97,5.05E-66,0.346563995,0.291,0.217,1.29E-61,chromaffin cells
fetal,ABI2,6.07E-66,0.323976256,0.46,0.393,1.55E-61,chromaffin cells
fetal,GPI,7.16E-66,0.408055426,0.338,0.268,1.82E-61,chromaffin cells
fetal,PCNP,1.40E-65,0.321935176,0.492,0.435,3.56E-61,chromaffin cells
fetal,SMARCC1,1.43E-65,0.325344427,0.485,0.422,3.65E-61,chromaffin cells
fetal,CHD9,2.31E-65,0.267196643,0.588,0.541,5.88E-61,chromaffin cells
fetal,ACTR6,3.59E-65,0.414175024,0.268,0.199,9.14E-61,chromaffin cells
fetal,BCLAF1,7.66E-65,0.283969211,0.605,0.563,1.95E-60,chromaffin cells
fetal,USP16,1.48E-64,0.350253593,0.408,0.341,3.76E-60,chromaffin cells
fetal,PCDH17,2.52E-64,0.343894792,0.287,0.21,6.41E-60,chromaffin cells
fetal,PPP2CA,3.74E-64,0.326023025,0.494,0.439,9.51E-60,chromaffin cells
fetal,MPHOSPH8,6.33E-64,0.342136181,0.471,0.413,1.61E-59,chromaffin cells
fetal,NSMCE3,1.37E-63,0.410769738,0.351,0.284,3.48E-59,chromaffin cells
fetal,FTX,1.43E-63,0.388474994,0.372,0.304,3.63E-59,chromaffin cells
fetal,RPL7L1,2.44E-63,0.280006823,0.538,0.478,6.21E-59,chromaffin cells
fetal,EBP,2.50E-63,0.318896728,0.352,0.279,6.36E-59,chromaffin cells
fetal,TSPYL1,2.81E-63,0.374878792,0.327,0.255,7.15E-59,chromaffin cells
fetal,TMED4,5.51E-63,0.354647219,0.453,0.392,1.40E-58,chromaffin cells
fetal,ZNF358,8.37E-63,0.395978667,0.268,0.199,2.13E-58,chromaffin cells
fetal,ZKSCAN1,9.18E-63,0.364878208,0.436,0.374,2.34E-58,chromaffin cells
fetal,ATAD1,1.14E-62,0.409960205,0.271,0.203,2.90E-58,chromaffin cells
fetal,ING4,1.43E-62,0.466529871,0.293,0.225,3.64E-58,chromaffin cells
fetal,ZNF462,1.74E-62,0.398929299,0.269,0.199,4.42E-58,chromaffin cells
fetal,SCOC,5.27E-62,0.315216184,0.458,0.396,1.34E-57,chromaffin cells
fetal,PPP4R3B,8.02E-62,0.413697175,0.294,0.226,2.04E-57,chromaffin cells
fetal,PPP1R2,9.40E-62,0.36513056,0.358,0.29,2.39E-57,chromaffin cells
fetal,FKBP8,1.04E-61,0.263716188,0.578,0.535,2.64E-57,chromaffin cells
fetal,DDX46,3.16E-61,0.280082968,0.583,0.536,8.05E-57,chromaffin cells
fetal,VAPB,1.04E-60,0.395643589,0.286,0.219,2.65E-56,chromaffin cells
fetal,PGD,1.25E-60,0.335509268,0.315,0.244,3.19E-56,chromaffin cells
fetal,RAD21,3.33E-60,0.377812933,0.532,0.493,8.48E-56,chromaffin cells
fetal,SUCLG1,6.23E-60,0.309524581,0.468,0.412,1.59E-55,chromaffin cells
fetal,CFAP36,6.45E-60,0.404972126,0.265,0.197,1.64E-55,chromaffin cells
fetal,CNOT4,6.85E-60,0.415573304,0.313,0.245,1.74E-55,chromaffin cells
fetal,MAP4K4,1.12E-59,0.304295385,0.503,0.45,2.84E-55,chromaffin cells
fetal,SMIM14,1.14E-59,0.392776023,0.313,0.245,2.90E-55,chromaffin cells
fetal,SPATS2,1.14E-59,0.344667916,0.361,0.293,2.90E-55,chromaffin cells
fetal,MTA1,1.55E-59,0.412576721,0.292,0.225,3.95E-55,chromaffin cells
fetal,TRIM13,5.33E-59,0.413682729,0.266,0.2,1.36E-54,chromaffin cells
fetal,PDCL3,8.19E-59,0.367958136,0.333,0.268,2.08E-54,chromaffin cells
fetal,SIAH1,1.37E-58,0.392305498,0.297,0.231,3.48E-54,chromaffin cells
fetal,TUSC1,1.84E-58,0.362041042,0.261,0.193,4.69E-54,chromaffin cells
fetal,MSRB2,1.98E-58,0.317174955,0.45,0.395,5.04E-54,chromaffin cells
fetal,SUPT16H,3.21E-58,0.295264896,0.507,0.453,8.18E-54,chromaffin cells
fetal,PAPSS1,4.70E-58,0.356923366,0.312,0.242,1.20E-53,chromaffin cells
fetal,PRELID3B,4.77E-58,0.423069491,0.255,0.192,1.21E-53,chromaffin cells
fetal,PSPC1,5.07E-58,0.412311634,0.272,0.207,1.29E-53,chromaffin cells
fetal,SUDS3,6.26E-58,0.399637477,0.295,0.23,1.59E-53,chromaffin cells
fetal,NUSAP1,1.48E-57,0.550591887,0.256,0.194,3.76E-53,chromaffin cells
fetal,ORC6,1.65E-57,0.463918402,0.259,0.197,4.19E-53,chromaffin cells
fetal,TDG,1.41E-56,0.406289983,0.306,0.241,3.60E-52,chromaffin cells
fetal,CMSS1,2.00E-56,0.393768192,0.272,0.208,5.10E-52,chromaffin cells
fetal,BAZ1B,2.82E-56,0.359773307,0.412,0.351,7.18E-52,chromaffin cells
fetal,PAK2,4.11E-56,0.276336397,0.522,0.471,1.05E-51,chromaffin cells
fetal,POLR2K,6.99E-56,0.25641416,0.544,0.5,1.78E-51,chromaffin cells
fetal,TOP2A,8.37E-56,0.605500964,0.286,0.223,2.13E-51,chromaffin cells
fetal,VDAC3,8.93E-56,0.278978639,0.555,0.518,2.27E-51,chromaffin cells
fetal,SMAP1,1.04E-55,0.362005131,0.354,0.289,2.65E-51,chromaffin cells
fetal,LARP1,1.43E-55,0.341618281,0.405,0.346,3.64E-51,chromaffin cells
fetal,NAE1,1.84E-55,0.378508544,0.319,0.253,4.68E-51,chromaffin cells
fetal,RDH11,5.93E-55,0.329653317,0.374,0.309,1.51E-50,chromaffin cells
fetal,ZNF91,6.73E-55,0.430958177,0.278,0.214,1.71E-50,chromaffin cells
fetal,FBXO22,7.12E-55,0.416663921,0.28,0.217,1.81E-50,chromaffin cells
fetal,MIEN1,1.54E-54,0.341926012,0.308,0.243,3.93E-50,chromaffin cells
fetal,GARS,9.01E-54,0.377005697,0.282,0.219,2.29E-49,chromaffin cells
fetal,HPF1,1.73E-53,0.334587069,0.393,0.334,4.40E-49,chromaffin cells
fetal,SPEN,2.35E-53,0.371438294,0.331,0.267,5.98E-49,chromaffin cells
fetal,LYRM2,2.43E-53,0.361495497,0.364,0.303,6.19E-49,chromaffin cells
fetal,TRIM28,4.29E-53,0.279366803,0.523,0.476,1.09E-48,chromaffin cells
fetal,WASHC3,1.29E-52,0.377960722,0.29,0.227,3.29E-48,chromaffin cells
fetal,MINDY2,1.68E-52,0.346108924,0.315,0.249,4.27E-48,chromaffin cells
fetal,TMPO,2.00E-52,0.400288611,0.431,0.381,5.09E-48,chromaffin cells
fetal,WDR18,3.52E-52,0.374893427,0.336,0.274,8.95E-48,chromaffin cells
fetal,HDGF,7.65E-52,0.373445046,0.413,0.359,1.95E-47,chromaffin cells
fetal,ZCCHC17,1.09E-51,0.350990182,0.36,0.301,2.79E-47,chromaffin cells
fetal,DEAF1,1.24E-51,0.412298294,0.251,0.192,3.16E-47,chromaffin cells
fetal,ILF3,1.52E-51,0.280704741,0.524,0.479,3.88E-47,chromaffin cells
fetal,MRPL44,2.21E-51,0.3819644,0.296,0.235,5.62E-47,chromaffin cells
fetal,NCBP2,5.46E-51,0.323490808,0.409,0.353,1.39E-46,chromaffin cells
fetal,DDX6,2.12E-50,0.332204653,0.426,0.37,5.41E-46,chromaffin cells
fetal,SNRNP200,2.20E-50,0.35447869,0.378,0.321,5.60E-46,chromaffin cells
fetal,TRAPPC4,7.85E-50,0.306737674,0.408,0.35,2.00E-45,chromaffin cells
fetal,PRMT2,1.80E-49,0.305306951,0.436,0.382,4.59E-45,chromaffin cells
fetal,PHAX,2.90E-49,0.355220788,0.36,0.302,7.38E-45,chromaffin cells
fetal,IPO9,3.80E-49,0.388013917,0.288,0.229,9.68E-45,chromaffin cells
fetal,BSDC1,4.11E-49,0.400339304,0.254,0.195,1.05E-44,chromaffin cells
fetal,ACLY,4.23E-49,0.368825065,0.27,0.21,1.08E-44,chromaffin cells
fetal,MSI2,1.26E-48,0.366352613,0.314,0.253,3.21E-44,chromaffin cells
fetal,METRN,2.60E-48,0.265379675,0.302,0.24,6.63E-44,chromaffin cells
fetal,GCSH,4.18E-48,0.270213705,0.456,0.401,1.06E-43,chromaffin cells
fetal,NUDT1,5.01E-48,0.349242362,0.322,0.261,1.28E-43,chromaffin cells
fetal,ZNF302,5.53E-48,0.385390638,0.303,0.245,1.41E-43,chromaffin cells
fetal,CXXC5,6.32E-48,0.34730855,0.344,0.283,1.61E-43,chromaffin cells
fetal,BLOC1S6,2.31E-47,0.319051249,0.365,0.305,5.87E-43,chromaffin cells
fetal,MAP4,2.39E-47,0.320869465,0.432,0.382,6.09E-43,chromaffin cells
fetal,GABARAP,4.64E-47,0.357834484,0.251,0.193,1.18E-42,chromaffin cells
fetal,PMM1,6.34E-46,0.313604572,0.283,0.223,1.61E-41,chromaffin cells
fetal,PRKAR2A,8.49E-46,0.316224904,0.349,0.291,2.16E-41,chromaffin cells
fetal,HSD17B10,8.95E-46,0.280483071,0.452,0.402,2.28E-41,chromaffin cells
fetal,MRPL33,1.15E-45,0.274218844,0.583,0.554,2.93E-41,chromaffin cells
fetal,SAFB,1.20E-45,0.352903627,0.357,0.302,3.05E-41,chromaffin cells
fetal,NT5C3A,1.41E-45,0.353373459,0.288,0.231,3.59E-41,chromaffin cells
fetal,SFXN1,1.57E-45,0.381163188,0.28,0.223,3.99E-41,chromaffin cells
fetal,ZNF131,3.27E-45,0.377347089,0.315,0.258,8.32E-41,chromaffin cells
fetal,CSNK2A1,5.40E-45,0.307058584,0.442,0.395,1.37E-40,chromaffin cells
fetal,HNRNPUL1,8.96E-45,0.326271332,0.412,0.362,2.28E-40,chromaffin cells
fetal,EMC10,9.20E-45,0.33221771,0.409,0.359,2.34E-40,chromaffin cells
fetal,IP6K2,2.69E-44,0.276815285,0.457,0.404,6.86E-40,chromaffin cells
fetal,FKBP4,3.14E-44,0.321098794,0.336,0.278,7.99E-40,chromaffin cells
fetal,SKA2,7.47E-44,0.336961684,0.406,0.355,1.90E-39,chromaffin cells
fetal,MAPRE2,8.63E-44,0.320643585,0.311,0.253,2.20E-39,chromaffin cells
fetal,CHD4,5.26E-43,0.25111882,0.549,0.507,1.34E-38,chromaffin cells
fetal,SUGT1,1.91E-42,0.27759651,0.473,0.43,4.86E-38,chromaffin cells
fetal,DDX39A,2.68E-42,0.355776326,0.326,0.273,6.83E-38,chromaffin cells
fetal,TIPRL,4.46E-42,0.314802888,0.391,0.343,1.13E-37,chromaffin cells
fetal,RTL8A,1.39E-41,0.298179747,0.387,0.333,3.54E-37,chromaffin cells
fetal,CLDND1,1.53E-41,0.253297119,0.407,0.349,3.90E-37,chromaffin cells
fetal,CMIP,2.36E-41,0.263743959,0.252,0.195,6.00E-37,chromaffin cells
fetal,USP33,2.56E-41,0.342509504,0.301,0.246,6.52E-37,chromaffin cells
fetal,DNAJC7,4.35E-41,0.250036043,0.525,0.489,1.11E-36,chromaffin cells
fetal,NDUFAF2,9.23E-41,0.367601811,0.306,0.252,2.35E-36,chromaffin cells
fetal,OGA,2.51E-40,0.331246814,0.359,0.309,6.38E-36,chromaffin cells
fetal,MAP3K13,3.00E-40,0.316618499,0.365,0.314,7.63E-36,chromaffin cells
fetal,BRD3,3.33E-40,0.309953243,0.38,0.33,8.48E-36,chromaffin cells
fetal,KLHDC2,4.63E-40,0.328708327,0.336,0.284,1.18E-35,chromaffin cells
fetal,C12orf76,4.82E-40,0.32988683,0.26,0.206,1.23E-35,chromaffin cells
fetal,MAP7D1,6.65E-40,0.32809246,0.251,0.196,1.69E-35,chromaffin cells
fetal,CCAR1,2.01E-39,0.284576503,0.475,0.436,5.13E-35,chromaffin cells
fetal,ARID1A,2.95E-39,0.276758114,0.45,0.409,7.52E-35,chromaffin cells
fetal,BDP1,2.96E-39,0.295396831,0.419,0.372,7.53E-35,chromaffin cells
fetal,SMARCE1,5.27E-39,0.386464154,0.262,0.211,1.34E-34,chromaffin cells
fetal,SHPRH,6.51E-39,0.378947565,0.296,0.246,1.66E-34,chromaffin cells
fetal,ZNF638,9.57E-39,0.314893691,0.421,0.379,2.44E-34,chromaffin cells
fetal,EBAG9,1.18E-38,0.344901526,0.254,0.202,3.01E-34,chromaffin cells
fetal,HUWE1,1.34E-38,0.342301271,0.344,0.296,3.40E-34,chromaffin cells
fetal,MRPL42,1.79E-38,0.267750479,0.447,0.401,4.57E-34,chromaffin cells
fetal,SNRNP27,2.51E-38,0.328738658,0.279,0.226,6.39E-34,chromaffin cells
fetal,ARL6IP1,6.69E-38,0.390162557,0.514,0.476,1.70E-33,chromaffin cells
fetal,STARD3NL,7.21E-38,0.266169311,0.383,0.332,1.84E-33,chromaffin cells
fetal,KIF20B,7.53E-38,0.452183251,0.251,0.203,1.92E-33,chromaffin cells
fetal,RIOK3,9.37E-38,0.291369115,0.312,0.26,2.38E-33,chromaffin cells
fetal,LARS,1.63E-37,0.299354692,0.405,0.361,4.14E-33,chromaffin cells
fetal,AP2B1,2.03E-37,0.344429143,0.277,0.228,5.18E-33,chromaffin cells
fetal,ZHX1,2.10E-37,0.365709436,0.267,0.216,5.34E-33,chromaffin cells
fetal,CREB1,3.28E-37,0.300605528,0.336,0.285,8.34E-33,chromaffin cells
fetal,ILKAP,3.28E-37,0.3360733,0.268,0.218,8.35E-33,chromaffin cells
fetal,PTEN,3.49E-37,0.264872375,0.359,0.304,8.88E-33,chromaffin cells
fetal,IRF2BPL,3.65E-37,0.303647618,0.259,0.205,9.29E-33,chromaffin cells
fetal,CSNK2A2,5.19E-37,0.376301841,0.268,0.219,1.32E-32,chromaffin cells
fetal,COMMD9,7.07E-37,0.363915192,0.264,0.215,1.80E-32,chromaffin cells
fetal,IMMP1L,2.07E-36,0.370460491,0.259,0.211,5.27E-32,chromaffin cells
fetal,RPL39L,2.14E-36,0.349128855,0.265,0.215,5.45E-32,chromaffin cells
fetal,OARD1,5.81E-36,0.342315744,0.291,0.241,1.48E-31,chromaffin cells
fetal,CCDC14,6.26E-36,0.322526577,0.316,0.265,1.59E-31,chromaffin cells
fetal,UFD1,8.78E-36,0.274719002,0.416,0.373,2.24E-31,chromaffin cells
fetal,SMARCAD1,9.59E-36,0.339595917,0.256,0.206,2.44E-31,chromaffin cells
fetal,NCOR1,1.92E-35,0.269299189,0.48,0.445,4.90E-31,chromaffin cells
fetal,CHD3,3.37E-35,0.28484128,0.34,0.289,8.58E-31,chromaffin cells
fetal,C16orf87,5.97E-35,0.318321721,0.268,0.22,1.52E-30,chromaffin cells
fetal,PTPRA,7.34E-35,0.275903318,0.335,0.285,1.87E-30,chromaffin cells
fetal,EIF4E,9.66E-35,0.261168345,0.43,0.389,2.46E-30,chromaffin cells
fetal,USP7,1.71E-34,0.340842656,0.294,0.246,4.34E-30,chromaffin cells
fetal,DNAJB11,2.26E-34,0.3115081,0.368,0.322,5.75E-30,chromaffin cells
fetal,BRWD1,3.13E-34,0.33211197,0.307,0.258,7.98E-30,chromaffin cells
fetal,FOXN3,3.54E-34,0.320604232,0.372,0.329,9.01E-30,chromaffin cells
fetal,POGZ,4.58E-34,0.314929759,0.372,0.328,1.17E-29,chromaffin cells
fetal,OSBPL8,9.10E-34,0.296961246,0.361,0.315,2.32E-29,chromaffin cells
fetal,MRPL21,9.15E-34,0.254675038,0.467,0.432,2.33E-29,chromaffin cells
fetal,NUMA1,1.79E-33,0.307007012,0.332,0.285,4.56E-29,chromaffin cells
fetal,COPS2,2.26E-33,0.27067724,0.426,0.384,5.75E-29,chromaffin cells
fetal,SSRP1,3.04E-33,0.316846738,0.387,0.346,7.73E-29,chromaffin cells
fetal,IAH1,5.57E-33,0.273145681,0.374,0.326,1.42E-28,chromaffin cells
fetal,RNMT,6.38E-33,0.268146601,0.433,0.394,1.62E-28,chromaffin cells
fetal,RBMS1,8.77E-33,0.282040609,0.548,0.51,2.23E-28,chromaffin cells
fetal,PRPF8,9.58E-33,0.315568523,0.368,0.328,2.44E-28,chromaffin cells
fetal,ACBD6,1.24E-32,0.307521734,0.341,0.295,3.17E-28,chromaffin cells
fetal,CDIPT,1.38E-32,0.35585722,0.252,0.205,3.52E-28,chromaffin cells
fetal,C12orf10,1.59E-32,0.301633675,0.354,0.309,4.04E-28,chromaffin cells
fetal,GLS,1.72E-32,0.309582447,0.361,0.319,4.38E-28,chromaffin cells
fetal,TRIM33,3.02E-32,0.321027641,0.283,0.235,7.69E-28,chromaffin cells
fetal,UBE2H,7.29E-32,0.285882807,0.386,0.34,1.86E-27,chromaffin cells
fetal,AIP,8.22E-32,0.264648945,0.38,0.335,2.09E-27,chromaffin cells
fetal,UBALD2,1.49E-31,0.30672382,0.29,0.243,3.81E-27,chromaffin cells
fetal,RUVBL2,3.16E-31,0.330782622,0.263,0.218,8.05E-27,chromaffin cells
fetal,ZNF644,6.16E-31,0.285361416,0.389,0.348,1.57E-26,chromaffin cells
fetal,PHACTR4,1.79E-30,0.318704811,0.277,0.232,4.55E-26,chromaffin cells
fetal,WDR82,2.63E-30,0.279649893,0.349,0.306,6.68E-26,chromaffin cells
fetal,TRNAU1AP,5.68E-30,0.302368599,0.26,0.214,1.45E-25,chromaffin cells
fetal,STAU1,6.78E-30,0.254741586,0.42,0.384,1.73E-25,chromaffin cells
fetal,USP1,1.38E-29,0.332337749,0.325,0.284,3.52E-25,chromaffin cells
fetal,NHLRC3,2.20E-29,0.323157828,0.28,0.235,5.60E-25,chromaffin cells
fetal,HERC2,2.36E-29,0.323176947,0.253,0.209,6.02E-25,chromaffin cells
fetal,PRDM2,2.81E-29,0.318326324,0.281,0.237,7.15E-25,chromaffin cells
fetal,DLGAP4,5.08E-29,0.321047086,0.281,0.237,1.29E-24,chromaffin cells
fetal,KAT6B,5.99E-29,0.287165595,0.312,0.266,1.52E-24,chromaffin cells
fetal,MFF,8.61E-29,0.261108631,0.39,0.351,2.19E-24,chromaffin cells
fetal,PEPD,9.19E-29,0.302941032,0.305,0.262,2.34E-24,chromaffin cells
fetal,UPF3B,9.37E-29,0.300708508,0.26,0.216,2.38E-24,chromaffin cells
fetal,MAP3K2,1.27E-28,0.272378567,0.262,0.216,3.22E-24,chromaffin cells
fetal,BAG6,1.63E-28,0.308783992,0.293,0.25,4.14E-24,chromaffin cells
fetal,ADSS,1.97E-28,0.301214096,0.309,0.268,5.02E-24,chromaffin cells
fetal,DDX49,2.00E-28,0.33064876,0.252,0.21,5.09E-24,chromaffin cells
fetal,TCERG1,3.59E-28,0.298836715,0.337,0.298,9.15E-24,chromaffin cells
fetal,AP2A2,4.52E-28,0.255850612,0.284,0.237,1.15E-23,chromaffin cells
fetal,FBXO11,4.94E-28,0.296851553,0.281,0.238,1.26E-23,chromaffin cells
fetal,SNRNP35,8.01E-28,0.302635087,0.251,0.209,2.04E-23,chromaffin cells
fetal,MAPK3,9.16E-28,0.294951368,0.256,0.212,2.33E-23,chromaffin cells
fetal,TXNRD1,2.79E-27,0.25289383,0.282,0.24,7.11E-23,chromaffin cells
fetal,ZMYM2,8.50E-27,0.28671373,0.361,0.323,2.16E-22,chromaffin cells
fetal,PPP1R7,8.88E-27,0.278928129,0.34,0.301,2.26E-22,chromaffin cells
fetal,PPP2R3C,1.29E-26,0.277864056,0.285,0.243,3.28E-22,chromaffin cells
fetal,ZMAT2,1.33E-26,0.25454109,0.375,0.337,3.38E-22,chromaffin cells
fetal,CRIPT,1.43E-26,0.295799767,0.299,0.258,3.63E-22,chromaffin cells
fetal,GGH,1.88E-26,0.263487189,0.251,0.207,4.80E-22,chromaffin cells
fetal,IFT57,2.71E-26,0.298284908,0.291,0.251,6.91E-22,chromaffin cells
fetal,MT-ND6,3.45E-26,0.308190164,0.374,0.338,8.78E-22,chromaffin cells
fetal,ADNP,4.60E-26,0.261630141,0.355,0.317,1.17E-21,chromaffin cells
fetal,TAOK1,4.84E-26,0.254544382,0.332,0.291,1.23E-21,chromaffin cells
